"transcript" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "species" "geneID" "uniprot_accession" "protein.names" "GO.IDs" "GOterm.BP"
"MT_Pool_HQ_transcript/342692" 41.1090305669059 -0.903410720288431 0.299197491992196 0.000114565107643654 0.0273274068922502 "DROME" "NCAH" "P42325" "Neurocalcin homolog (DrosNCa)" "GO:0005509; GO:0045938; GO:1902848" "negative regulation of neuronal signal transduction [GO:1902848]; positive regulation of circadian sleep/wake cycle, sleep [GO:0045938]"
"MT_Pool_HQ_transcript/348757" 73.9841749080441 0.4847700928554 0.506558409448784 7.05318406077671e-10 3.30501695836893e-06 "NOTSL" "SCR11" "P18426" "S-crystallin SL11 (Major lens polypeptide)" "GO:0005212" ""
"MT_Pool_HQ_transcript/351084" 42.8666394120771 1.07812150526441 0.358727132177549 0.000109129164477978 0.0269479967169164 "HUMAN" "CALR" "P27797" "Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP) (grp60)" "GO:0000122; GO:0001669; GO:0001849; GO:0002502; GO:0003677; GO:0003723; GO:0003729; GO:0005049; GO:0005178; GO:0005506; GO:0005509; GO:0005576; GO:0005615; GO:0005634; GO:0005635; GO:0005737; GO:0005783; GO:0005788; GO:0005789; GO:0005790; GO:0005794; GO:0005829; GO:0005844; GO:0005925; GO:0006355; GO:0006457; GO:0006611; GO:0006874; GO:0007283; GO:0008270; GO:0008284; GO:0009410; GO:0009897; GO:0009986; GO:0010595; GO:0010628; GO:0016020; GO:0017148; GO:0022417; GO:0030246; GO:0030433; GO:0030670; GO:0030866; GO:0031625; GO:0032355; GO:0033018; GO:0033116; GO:0033144; GO:0033574; GO:0034504; GO:0034975; GO:0040020; GO:0042277; GO:0042562; GO:0042824; GO:0042921; GO:0042981; GO:0044183; GO:0044194; GO:0044322; GO:0045665; GO:0045787; GO:0045892; GO:0048387; GO:0048471; GO:0050681; GO:0050766; GO:0050821; GO:0051082; GO:0051087; GO:0051208; GO:0055007; GO:0060473; GO:0061912; GO:0062023; GO:0070062; GO:0071257; GO:0071285; GO:0071682; GO:0090398; GO:0098553; GO:0098586; GO:1900026; GO:1901164; GO:1901224; GO:1903416; GO:2000510" "cardiac muscle cell differentiation [GO:0055007]; cellular response to electrical stimulus [GO:0071257]; cellular response to lithium ion [GO:0071285]; cellular response to virus [GO:0098586]; cellular senescence [GO:0090398]; cortical actin cytoskeleton organization [GO:0030866]; glucocorticoid receptor signaling pathway [GO:0042921]; intracellular calcium ion homeostasis [GO:0006874]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of intracellular steroid hormone receptor signaling pathway [GO:0033144]; negative regulation of neuron differentiation [GO:0045665]; negative regulation of retinoic acid receptor signaling pathway [GO:0048387]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of translation [GO:0017148]; negative regulation of trophoblast cell migration [GO:1901164]; peptide antigen assembly with MHC class I protein complex [GO:0002502]; positive regulation of cell cycle [GO:0045787]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of dendritic cell chemotaxis [GO:2000510]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of gene expression [GO:0010628]; positive regulation of NIK/NF-kappaB signaling [GO:1901224]; positive regulation of phagocytosis [GO:0050766]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]; protein export from nucleus [GO:0006611]; protein folding [GO:0006457]; protein folding in endoplasmic reticulum [GO:0034975]; protein localization to nucleus [GO:0034504]; protein maturation by protein folding [GO:0022417]; protein stabilization [GO:0050821]; regulation of apoptotic process [GO:0042981]; regulation of DNA-templated transcription [GO:0006355]; regulation of meiotic nuclear division [GO:0040020]; response to estradiol [GO:0032355]; response to glycoside [GO:1903416]; response to testosterone [GO:0033574]; response to xenobiotic stimulus [GO:0009410]; selective autophagy [GO:0061912]; sequestering of calcium ion [GO:0051208]; spermatogenesis [GO:0007283]; ubiquitin-dependent ERAD pathway [GO:0030433]"
"MT_Pool_HQ_transcript/372131" 25.0348585331874 -0.0104944028426036 0.15822581114204 7.11077466956368e-05 0.0192662489241456 "HUMAN" "RS30" "P62861" "Ubiquitin-like FUBI-ribosomal protein eS30 fusion protein (FAU ubiquitin like and ribosomal protein S30 fusion) [Cleaved into: Ubiquitin-like protein FUBI; Small ribosomal subunit protein eS30 (40S ribosomal protein S30)]" "GO:0000028; GO:0002181; GO:0002227; GO:0003723; GO:0003735; GO:0005615; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006412; GO:0015935; GO:0019731; GO:0022626; GO:0022627; GO:0050830; GO:0061844" "antibacterial humoral response [GO:0019731]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cytoplasmic translation [GO:0002181]; defense response to Gram-positive bacterium [GO:0050830]; innate immune response in mucosa [GO:0002227]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]"
"MT_Pool_HQ_transcript/380537" 744.041367573451 1.11857556218884 0.284555617142259 4.02680174881118e-06 0.00253402737147769 "MACFU" "CALR" "Q2HWU3" "Calreticulin" "GO:0005509; GO:0005576; GO:0005829; GO:0006457; GO:0009986; GO:0030246; GO:0033018; GO:0044194; GO:0050821; GO:0051082; GO:0060473" "protein folding [GO:0006457]; protein stabilization [GO:0050821]"
"MT_Pool_HQ_transcript/384471" 84.4141395688995 -1.31406677829919 0.437745977665082 9.86053988740662e-05 0.0249817418342245 "BOVIN" "FGL1" "Q3SZZ7" "Fibrinogen-like protein 1" "GO:0002250; GO:0005102; GO:0005576; GO:0005615; GO:0007160; GO:0050776; GO:0050868; GO:0062023; GO:0070527; GO:0072574" "adaptive immune response [GO:0002250]; cell-matrix adhesion [GO:0007160]; hepatocyte proliferation [GO:0072574]; negative regulation of T cell activation [GO:0050868]; platelet aggregation [GO:0070527]; regulation of immune response [GO:0050776]"
"MT_Pool_HQ_transcript/387070" 381.987446612473 -2.74488613384609 0.627455393812754 4.52288866364123e-07 0.000519014776766547 "MYTED" "MT14" "P80249" "Metallothionein 10-IV (MT-10-IV)" "GO:0046872" ""
"MT_Pool_HQ_transcript/387391" 22.6809941748071 -2.27558518008564 0.691200872384109 3.34714288647277e-05 0.011872011532602 "RHIFE" "CAV1" "Q2IBC1" "Caveolin-1" "GO:0000122; GO:0000139; GO:0000165; GO:0001525; GO:0001570; GO:0001666; GO:0001935; GO:0001937; GO:0001960; GO:0002067; GO:0002080; GO:0002095; GO:0002931; GO:0003057; GO:0005102; GO:0005768; GO:0005783; GO:0005901; GO:0005925; GO:0005929; GO:0005938; GO:0006641; GO:0006809; GO:0006816; GO:0006940; GO:0007260; GO:0007519; GO:0007595; GO:0009617; GO:0010524; GO:0010608; GO:0010628; GO:0010875; GO:0015031; GO:0016504; GO:0019065; GO:0019217; GO:0019221; GO:0019901; GO:0019915; GO:0030193; GO:0030335; GO:0030512; GO:0030674; GO:0030857; GO:0031267; GO:0031295; GO:0031397; GO:0031398; GO:0031623; GO:0032091; GO:0032092; GO:0032570; GO:0033137; GO:0033138; GO:0033484; GO:0034141; GO:0038016; GO:0042310; GO:0042532; GO:0042632; GO:0042802; GO:0043085; GO:0043407; GO:0043627; GO:0044325; GO:0044877; GO:0045019; GO:0045121; GO:0045907; GO:0046716; GO:0046982; GO:0048144; GO:0048147; GO:0048471; GO:0048550; GO:0050998; GO:0051001; GO:0051092; GO:0051117; GO:0051480; GO:0051592; GO:0051649; GO:0051899; GO:0052547; GO:0060056; GO:0060355; GO:0060546; GO:0061099; GO:0070320; GO:0070836; GO:0071360; GO:0071455; GO:0071560; GO:0071711; GO:0072584; GO:0086091; GO:0086098; GO:0090090; GO:0090263; GO:0097190; GO:0098903; GO:0098911; GO:0120162; GO:1900027; GO:1900085; GO:1901844; GO:1903071; GO:1903598; GO:1903609; GO:2000286; GO:2000535; GO:2000811; GO:2001238; GO:2001244" "angiogenesis [GO:0001525]; angiotensin-activated signaling pathway involved in heart process [GO:0086098]; apoptotic signaling pathway [GO:0097190]; basement membrane organization [GO:0071711]; calcium ion transport [GO:0006816]; caveola assembly [GO:0070836]; caveolin-mediated endocytosis [GO:0072584]; cellular response to exogenous dsRNA [GO:0071360]; cellular response to hyperoxia [GO:0071455]; cellular response to transforming growth factor beta stimulus [GO:0071560]; cholesterol homeostasis [GO:0042632]; cytokine-mediated signaling pathway [GO:0019221]; endothelial cell proliferation [GO:0001935]; establishment of localization in cell [GO:0051649]; fibroblast proliferation [GO:0048144]; glandular epithelial cell differentiation [GO:0002067]; insulin receptor internalization [GO:0038016]; intracellular nitric oxide homeostasis [GO:0033484]; lactation [GO:0007595]; lipid storage [GO:0019915]; mammary gland involution [GO:0060056]; MAPK cascade [GO:0000165]; membrane depolarization [GO:0051899]; muscle cell cellular homeostasis [GO:0046716]; negative regulation of anoikis [GO:2000811]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of cytokine-mediated signaling pathway [GO:0001960]; negative regulation of endothelial cell proliferation [GO:0001937]; negative regulation of epithelial cell differentiation [GO:0030857]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of inward rectifier potassium channel activity [GO:1903609]; negative regulation of MAP kinase activity [GO:0043407]; negative regulation of necroptotic process [GO:0060546]; negative regulation of nitric oxide biosynthetic process [GO:0045019]; negative regulation of nitric-oxide synthase activity [GO:0051001]; negative regulation of peptidyl-serine phosphorylation [GO:0033137]; negative regulation of peptidyl-tyrosine autophosphorylation [GO:1900085]; negative regulation of pinocytosis [GO:0048550]; negative regulation of protein binding [GO:0032091]; negative regulation of protein tyrosine kinase activity [GO:0061099]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; negative regulation of tyrosine phosphorylation of STAT protein [GO:0042532]; nitric oxide biosynthetic process [GO:0006809]; positive regulation of calcium ion transport into cytosol [GO:0010524]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of catalytic activity [GO:0043085]; positive regulation of cell adhesion molecule production [GO:0060355]; positive regulation of cell migration [GO:0030335]; positive regulation of cholesterol efflux [GO:0010875]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of ER-associated ubiquitin-dependent protein catabolic process [GO:1903071]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; positive regulation of gap junction assembly [GO:1903598]; positive regulation of gene expression [GO:0010628]; positive regulation of intrinsic apoptotic signaling pathway [GO:2001244]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of protein binding [GO:0032092]; positive regulation of protein ubiquitination [GO:0031398]; positive regulation of toll-like receptor 3 signaling pathway [GO:0034141]; positive regulation of vasoconstriction [GO:0045907]; post-transcriptional regulation of gene expression [GO:0010608]; protein transport [GO:0015031]; receptor internalization [GO:0031623]; receptor internalization involved in canonical Wnt signaling pathway [GO:2000286]; receptor-mediated endocytosis of virus by host cell [GO:0019065]; regulation of blood coagulation [GO:0030193]; regulation of cell communication by electrical coupling involved in cardiac conduction [GO:1901844]; regulation of cytosolic calcium ion concentration [GO:0051480]; regulation of entry of bacterium into host cell [GO:2000535]; regulation of fatty acid metabolic process [GO:0019217]; regulation of heart rate by cardiac conduction [GO:0086091]; regulation of membrane repolarization during action potential [GO:0098903]; regulation of peptidase activity [GO:0052547]; regulation of ruffle assembly [GO:1900027]; regulation of smooth muscle contraction [GO:0006940]; regulation of the force of heart contraction by chemical signal [GO:0003057]; regulation of ventricular cardiac muscle cell action potential [GO:0098911]; response to bacterium [GO:0009617]; response to calcium ion [GO:0051592]; response to estrogen [GO:0043627]; response to hypoxia [GO:0001666]; response to ischemia [GO:0002931]; response to progesterone [GO:0032570]; skeletal muscle tissue development [GO:0007519]; T cell costimulation [GO:0031295]; triglyceride metabolic process [GO:0006641]; tyrosine phosphorylation of STAT protein [GO:0007260]; vasculogenesis [GO:0001570]; vasoconstriction [GO:0042310]"
"MT_Pool_HQ_transcript/390995" 47.6517056427785 -0.0387648943507804 0.165894318493915 0.000245820852021739 0.0489333998085723 "TACTR" "TL5A" "Q9U8W8" "Techylectin-5A" "GO:0005576; GO:0030246; GO:0046872; GO:0098609" "cell-cell adhesion [GO:0098609]"
"MT_Pool_HQ_transcript/392526" 50.6169537610485 -1.39814210723097 0.395064325768771 1.58853872105034e-05 0.00673678551527174 "DROME" "HDC" "Q9N2M8" "Headcase protein [Cleaved into: Headcase short protein]" "GO:0002165; GO:0005737; GO:0007430; GO:0030424; GO:0030425; GO:0035071; GO:0035194; GO:0048471; GO:0050768; GO:1904799" "instar larval or pupal development [GO:0002165]; ncRNA-mediated post-transcriptional gene silencing [GO:0035194]; negative regulation of neurogenesis [GO:0050768]; regulation of neuron remodeling [GO:1904799]; salivary gland cell autophagic cell death [GO:0035071]; terminal branching, open tracheal system [GO:0007430]"
"MT_Pool_HQ_transcript/44195" 158.10598742247 0.899104939930562 0.220502917107371 2.3928081848129e-06 0.00202951748127522 "LIOJA" "KARG" "O15990" "Arginine kinase (AK) (EC 2.7.3.3)" "GO:0004054; GO:0004111; GO:0005524; GO:0016310; GO:0046314" "phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]"
"MT_Pool_HQ_transcript/70332" 26.9786090021379 -0.29613083234076 0.66443933024489 9.26945280778154e-05 0.0237932217597635 "DROME" "DUOX" "Q9VQH2" "Dual oxidase (EC 1.11.1.-) (EC 1.6.3.1)" "GO:0002385; GO:0004601; GO:0005509; GO:0005886; GO:0006952; GO:0006979; GO:0007476; GO:0008365; GO:0009611; GO:0012505; GO:0016175; GO:0019221; GO:0020037; GO:0035220; GO:0042335; GO:0042554; GO:0042742; GO:0042744; GO:0043020; GO:0043066; GO:0048085; GO:0051591; GO:0072593; GO:0106292; GO:0106293; GO:0106294" "adult chitin-based cuticle development [GO:0008365]; adult chitin-containing cuticle pigmentation [GO:0048085]; cuticle development [GO:0042335]; cytokine-mediated signaling pathway [GO:0019221]; defense response [GO:0006952]; defense response to bacterium [GO:0042742]; hydrogen peroxide catabolic process [GO:0042744]; imaginal disc-derived wing morphogenesis [GO:0007476]; mucosal immune response [GO:0002385]; negative regulation of apoptotic process [GO:0043066]; reactive oxygen species metabolic process [GO:0072593]; response to cAMP [GO:0051591]; response to oxidative stress [GO:0006979]; response to wounding [GO:0009611]; superoxide anion generation [GO:0042554]; wing disc development [GO:0035220]"
"MT_Pool_HQ_transcript/7338" 10.6062869375767 1.32253425225519 0.463696733111674 0.00016886241687502 0.0366018669821988 "HUMAN" "ANR50" "Q9ULJ7" "Ankyrin repeat domain-containing protein 50" "GO:0005768; GO:0015031; GO:0032456" "endocytic recycling [GO:0032456]; protein transport [GO:0015031]"
