"transcript" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "species" "geneID" "uniprot_accession" "protein.names" "GO.IDs" "GOterm.BP"
"MT_Pool_HQ_transcript/324192" 10.631885248239 2.22049305216916 0.7099108810065 5.99208390116916e-05 0.0166990818205726 "HUMAN" "GSTO1" "P78417" "Glutathione S-transferase omega-1 (GSTO-1) (EC 2.5.1.18) (Glutathione S-transferase omega 1-1) (GSTO 1-1) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1) (Monomethylarsonic acid reductase) (MMA(V) reductase) (EC 1.20.4.2) (S-(Phenacyl)glutathione reductase) (SPG-R)" "GO:0004364; GO:0005737; GO:0005829; GO:0006749; GO:0010880; GO:0010881; GO:0014810; GO:0016491; GO:0019852; GO:0042178; GO:0045174; GO:0050610; GO:0060315; GO:0060316; GO:0070062; GO:0071243" "cellular response to arsenic-containing substance [GO:0071243]; glutathione metabolic process [GO:0006749]; L-ascorbic acid metabolic process [GO:0019852]; negative regulation of ryanodine-sensitive calcium-release channel activity [GO:0060315]; positive regulation of ryanodine-sensitive calcium-release channel activity [GO:0060316]; positive regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion [GO:0014810]; regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion [GO:0010881]; regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum [GO:0010880]; xenobiotic catabolic process [GO:0042178]"
"MT_Pool_HQ_transcript/326130" 24.3521074532769 0.23621897057636 0.355745598345466 5.53206190550984e-05 0.0156405019786501 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/328500" 54.4419930137945 -1.71202835244799 0.479626284727146 1.32442773969208e-05 0.00587203098770753 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/328640" 15.3076314689037 -2.17770003322652 0.627590270467815 1.95651903670053e-05 0.00764991422041054 "MYTED" "HIP" "P83425" "Heavy metal-binding protein HIP" "GO:0005576; GO:0046872" ""
"MT_Pool_HQ_transcript/328730" 319.650662235434 -0.561874460213252 0.192966111936284 0.000238841084571646 0.0489333998085723 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/330857" 22.5518744212228 0.42748342125387 0.409972755879179 1.83128523208855e-05 0.0074426483974132 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/331963" 36.6516475316191 3.95769171564626 1.48518951865733 0.000160941004378447 0.03538276888832 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/340991" 54.6661560224082 0.904216660028901 0.159590720191944 8.47092720516951e-10 3.30501695836893e-06 "MOUSE" "ATPB" "P56480" "ATP synthase subunit beta, mitochondrial (EC 7.1.2.2) (ATP synthase F1 subunit beta)" "GO:0000275; GO:0001525; GO:0005509; GO:0005524; GO:0005739; GO:0005743; GO:0005753; GO:0005886; GO:0006629; GO:0006754; GO:0006898; GO:0006933; GO:0009986; GO:0016020; GO:0016887; GO:0030228; GO:0031966; GO:0042288; GO:0042645; GO:0042776; GO:0043209; GO:0043531; GO:0043532; GO:0043536; GO:0045121; GO:0045259; GO:0045261; GO:0046034; GO:0046933; GO:0046961; GO:0051453; GO:0098761; GO:1902600" "angiogenesis [GO:0001525]; ATP biosynthetic process [GO:0006754]; ATP metabolic process [GO:0046034]; cellular response to interleukin-7 [GO:0098761]; lipid metabolic process [GO:0006629]; negative regulation of cell adhesion involved in substrate-bound cell migration [GO:0006933]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; proton transmembrane transport [GO:1902600]; receptor-mediated endocytosis [GO:0006898]; regulation of intracellular pH [GO:0051453]"
"MT_Pool_HQ_transcript/341266" 10.1856554153852 -0.0851180577079926 0.195078873161002 3.81907893172346e-05 0.0130706301403616 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/342436" 213.371717222119 0.889511396520013 0.271671647684111 5.02606760982172e-05 0.0148558374140003 "PONAB" "CBX3" "Q5R6X7" "Chromobox protein homolog 3 (Heterochromatin protein 1 homolog gamma) (HP1 gamma)" "GO:0000779; GO:0000785; GO:0000791; GO:0000792; GO:0005635; GO:0005721; GO:0005819; GO:0006325; GO:0006974; GO:0019904; GO:0045892; GO:0048511; GO:0090734" "chromatin organization [GO:0006325]; DNA damage response [GO:0006974]; negative regulation of DNA-templated transcription [GO:0045892]; rhythmic process [GO:0048511]"
"MT_Pool_HQ_transcript/342470" 11.6016628056721 -1.42850601195119 0.408266133765378 1.9607120720757e-05 0.00764991422041054 "DANRE" "DYLT5" "Q66IC8" "Dynein light chain Tctex-type 5 (Tctex1 domain-containing protein 1)" "GO:0005737; GO:0005868; GO:0007018; GO:0045505; GO:0060271" "cilium assembly [GO:0060271]; microtubule-based movement [GO:0007018]"
"MT_Pool_HQ_transcript/342692" 41.1090305669059 -0.903410720288431 0.299197491992196 0.000114565107643654 0.0273274068922502 "DROME" "NCAH" "P42325" "Neurocalcin homolog (DrosNCa)" "GO:0005509; GO:0045938; GO:1902848" "negative regulation of neuronal signal transduction [GO:1902848]; positive regulation of circadian sleep/wake cycle, sleep [GO:0045938]"
"MT_Pool_HQ_transcript/343099" 54.8114261453878 -1.43884790039306 0.468552533191273 7.59152223382853e-05 0.0200128940185847 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/346564" 71.9218122804831 -2.06201759266901 0.563149630083302 9.07084533497506e-06 0.00453728335371009 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/348042" 33.5605540612153 2.32341299457892 0.193995770583643 2.18114718131871e-05 0.00818265754099335 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/348747" 101.539225649628 2.69625370103997 1.04137934809936 0.000244579221648573 0.0489333998085723 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/348757" 73.9841749080441 0.4847700928554 0.506558409448784 7.05318406077671e-10 3.30501695836893e-06 "NOTSL" "SCR11" "P18426" "S-crystallin SL11 (Major lens polypeptide)" "GO:0005212" ""
"MT_Pool_HQ_transcript/349599" 34.9825937261566 1.3016422871773 0.605929003862623 3.18186282184516e-09 8.86739713265078e-06 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/351084" 42.8666394120771 1.07812150526441 0.358727132177549 0.000109129164477978 0.0269479967169164 "HUMAN" "CALR" "P27797" "Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP) (grp60)" "GO:0000122; GO:0001669; GO:0001849; GO:0002502; GO:0003677; GO:0003723; GO:0003729; GO:0005049; GO:0005178; GO:0005506; GO:0005509; GO:0005576; GO:0005615; GO:0005634; GO:0005635; GO:0005737; GO:0005783; GO:0005788; GO:0005789; GO:0005790; GO:0005794; GO:0005829; GO:0005844; GO:0005925; GO:0006355; GO:0006457; GO:0006611; GO:0006874; GO:0007283; GO:0008270; GO:0008284; GO:0009410; GO:0009897; GO:0009986; GO:0010595; GO:0010628; GO:0016020; GO:0017148; GO:0022417; GO:0030246; GO:0030433; GO:0030670; GO:0030866; GO:0031625; GO:0032355; GO:0033018; GO:0033116; GO:0033144; GO:0033574; GO:0034504; GO:0034975; GO:0040020; GO:0042277; GO:0042562; GO:0042824; GO:0042921; GO:0042981; GO:0044183; GO:0044194; GO:0044322; GO:0045665; GO:0045787; GO:0045892; GO:0048387; GO:0048471; GO:0050681; GO:0050766; GO:0050821; GO:0051082; GO:0051087; GO:0051208; GO:0055007; GO:0060473; GO:0061912; GO:0062023; GO:0070062; GO:0071257; GO:0071285; GO:0071682; GO:0090398; GO:0098553; GO:0098586; GO:1900026; GO:1901164; GO:1901224; GO:1903416; GO:2000510" "cardiac muscle cell differentiation [GO:0055007]; cellular response to electrical stimulus [GO:0071257]; cellular response to lithium ion [GO:0071285]; cellular response to virus [GO:0098586]; cellular senescence [GO:0090398]; cortical actin cytoskeleton organization [GO:0030866]; glucocorticoid receptor signaling pathway [GO:0042921]; intracellular calcium ion homeostasis [GO:0006874]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of intracellular steroid hormone receptor signaling pathway [GO:0033144]; negative regulation of neuron differentiation [GO:0045665]; negative regulation of retinoic acid receptor signaling pathway [GO:0048387]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of translation [GO:0017148]; negative regulation of trophoblast cell migration [GO:1901164]; peptide antigen assembly with MHC class I protein complex [GO:0002502]; positive regulation of cell cycle [GO:0045787]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of dendritic cell chemotaxis [GO:2000510]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of gene expression [GO:0010628]; positive regulation of NIK/NF-kappaB signaling [GO:1901224]; positive regulation of phagocytosis [GO:0050766]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]; protein export from nucleus [GO:0006611]; protein folding [GO:0006457]; protein folding in endoplasmic reticulum [GO:0034975]; protein localization to nucleus [GO:0034504]; protein maturation by protein folding [GO:0022417]; protein stabilization [GO:0050821]; regulation of apoptotic process [GO:0042981]; regulation of DNA-templated transcription [GO:0006355]; regulation of meiotic nuclear division [GO:0040020]; response to estradiol [GO:0032355]; response to glycoside [GO:1903416]; response to testosterone [GO:0033574]; response to xenobiotic stimulus [GO:0009410]; selective autophagy [GO:0061912]; sequestering of calcium ion [GO:0051208]; spermatogenesis [GO:0007283]; ubiquitin-dependent ERAD pathway [GO:0030433]"
"MT_Pool_HQ_transcript/353820" 56.4890702270237 -1.96646800920583 0.715259934056811 0.00017893476112224 0.0371346736167305 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/355824" 66.8741659703244 1.28394215416387 0.351436518901207 1.06797288306258e-05 0.00496047976256779 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/359132" 204.80474184571 -3.45971408071097 0.974997791034232 2.82625760549102e-08 6.1260703742132e-05 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/359220" 28.9024439868333 -2.3423899397254 0.596096937506524 3.15084023555446e-06 0.00227654041908135 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/362290" 38.9640422089719 -1.33370259329891 0.474126591614686 0.000171964054593792 0.0368645579891834 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/363486" 116.272872204312 0.416781335189095 0.132431243428101 0.000174897035521216 0.0370857757494335 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/365854" 15.3308361875562 4.70676358620424 1.17082532164247 1.86937992814536e-06 0.00165763016537544 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/366318" 24.2234850641051 -1.81876797977871 0.565009316513588 4.3683343033614e-05 0.0142772690585161 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/367847" 14.3054483866468 -1.18868828054641 0.361808756122784 4.39084736809037e-05 0.0142772690585161 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/367954" 9.9926363489865 -2.16381703799262 0.678075006800288 4.97786063804765e-05 0.0148558374140003 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/372109" 42.1167448883678 1.18695836129812 0.439453654898248 0.000249163077736196 0.0490977103078557 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/372131" 25.0348585331874 -0.0104944028426036 0.15822581114204 7.11077466956368e-05 0.0192662489241456 "HUMAN" "RS30" "P62861" "Ubiquitin-like FUBI-ribosomal protein eS30 fusion protein (FAU ubiquitin like and ribosomal protein S30 fusion) [Cleaved into: Ubiquitin-like protein FUBI; Small ribosomal subunit protein eS30 (40S ribosomal protein S30)]" "GO:0000028; GO:0002181; GO:0002227; GO:0003723; GO:0003735; GO:0005615; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006412; GO:0015935; GO:0019731; GO:0022626; GO:0022627; GO:0050830; GO:0061844" "antibacterial humoral response [GO:0019731]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cytoplasmic translation [GO:0002181]; defense response to Gram-positive bacterium [GO:0050830]; innate immune response in mucosa [GO:0002227]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]"
"MT_Pool_HQ_transcript/373450" 43.5304172056405 -1.76767697171714 0.238501222967591 0.000153166880040375 0.0343445919060648 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/376165" 54.4128944169284 -2.57494105947588 1.05356180305238 1.16124263906071e-07 0.000174257856944587 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/380537" 744.041367573451 1.11857556218884 0.284555617142259 4.02680174881118e-06 0.00253402737147769 "MACFU" "CALR" "Q2HWU3" "Calreticulin" "GO:0005509; GO:0005576; GO:0005829; GO:0006457; GO:0009986; GO:0030246; GO:0033018; GO:0044194; GO:0050821; GO:0051082; GO:0060473" "protein folding [GO:0006457]; protein stabilization [GO:0050821]"
"MT_Pool_HQ_transcript/382901" 23.1884706435736 -0.70630209683469 0.621024668429043 4.88456939033519e-06 0.00295641846709681 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/383737" 472.925566306792 0.40549341811028 0.346640763096582 9.42536951503459e-08 0.000167154644090268 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/384362" 79.5586953190483 1.00784893801547 0.317501970065533 6.71652713737355e-05 0.0184543678022371 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/384471" 84.4141395688995 -1.31406677829919 0.437745977665082 9.86053988740662e-05 0.0249817418342245 "BOVIN" "FGL1" "Q3SZZ7" "Fibrinogen-like protein 1" "GO:0002250; GO:0005102; GO:0005576; GO:0005615; GO:0007160; GO:0050776; GO:0050868; GO:0062023; GO:0070527; GO:0072574" "adaptive immune response [GO:0002250]; cell-matrix adhesion [GO:0007160]; hepatocyte proliferation [GO:0072574]; negative regulation of T cell activation [GO:0050868]; platelet aggregation [GO:0070527]; regulation of immune response [GO:0050776]"
"MT_Pool_HQ_transcript/385235" 67.1677015013529 -0.0700037244535076 0.182590181063878 0.000112897013637144 0.0273274068922502 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/387070" 381.987446612473 -2.74488613384609 0.627455393812754 4.52288866364123e-07 0.000519014776766547 "MYTED" "MT14" "P80249" "Metallothionein 10-IV (MT-10-IV)" "GO:0046872" ""
"MT_Pool_HQ_transcript/387391" 22.6809941748071 -2.27558518008564 0.691200872384109 3.34714288647277e-05 0.011872011532602 "RHIFE" "CAV1" "Q2IBC1" "Caveolin-1" "GO:0000122; GO:0000139; GO:0000165; GO:0001525; GO:0001570; GO:0001666; GO:0001935; GO:0001937; GO:0001960; GO:0002067; GO:0002080; GO:0002095; GO:0002931; GO:0003057; GO:0005102; GO:0005768; GO:0005783; GO:0005901; GO:0005925; GO:0005929; GO:0005938; GO:0006641; GO:0006809; GO:0006816; GO:0006940; GO:0007260; GO:0007519; GO:0007595; GO:0009617; GO:0010524; GO:0010608; GO:0010628; GO:0010875; GO:0015031; GO:0016504; GO:0019065; GO:0019217; GO:0019221; GO:0019901; GO:0019915; GO:0030193; GO:0030335; GO:0030512; GO:0030674; GO:0030857; GO:0031267; GO:0031295; GO:0031397; GO:0031398; GO:0031623; GO:0032091; GO:0032092; GO:0032570; GO:0033137; GO:0033138; GO:0033484; GO:0034141; GO:0038016; GO:0042310; GO:0042532; GO:0042632; GO:0042802; GO:0043085; GO:0043407; GO:0043627; GO:0044325; GO:0044877; GO:0045019; GO:0045121; GO:0045907; GO:0046716; GO:0046982; GO:0048144; GO:0048147; GO:0048471; GO:0048550; GO:0050998; GO:0051001; GO:0051092; GO:0051117; GO:0051480; GO:0051592; GO:0051649; GO:0051899; GO:0052547; GO:0060056; GO:0060355; GO:0060546; GO:0061099; GO:0070320; GO:0070836; GO:0071360; GO:0071455; GO:0071560; GO:0071711; GO:0072584; GO:0086091; GO:0086098; GO:0090090; GO:0090263; GO:0097190; GO:0098903; GO:0098911; GO:0120162; GO:1900027; GO:1900085; GO:1901844; GO:1903071; GO:1903598; GO:1903609; GO:2000286; GO:2000535; GO:2000811; GO:2001238; GO:2001244" "angiogenesis [GO:0001525]; angiotensin-activated signaling pathway involved in heart process [GO:0086098]; apoptotic signaling pathway [GO:0097190]; basement membrane organization [GO:0071711]; calcium ion transport [GO:0006816]; caveola assembly [GO:0070836]; caveolin-mediated endocytosis [GO:0072584]; cellular response to exogenous dsRNA [GO:0071360]; cellular response to hyperoxia [GO:0071455]; cellular response to transforming growth factor beta stimulus [GO:0071560]; cholesterol homeostasis [GO:0042632]; cytokine-mediated signaling pathway [GO:0019221]; endothelial cell proliferation [GO:0001935]; establishment of localization in cell [GO:0051649]; fibroblast proliferation [GO:0048144]; glandular epithelial cell differentiation [GO:0002067]; insulin receptor internalization [GO:0038016]; intracellular nitric oxide homeostasis [GO:0033484]; lactation [GO:0007595]; lipid storage [GO:0019915]; mammary gland involution [GO:0060056]; MAPK cascade [GO:0000165]; membrane depolarization [GO:0051899]; muscle cell cellular homeostasis [GO:0046716]; negative regulation of anoikis [GO:2000811]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of cytokine-mediated signaling pathway [GO:0001960]; negative regulation of endothelial cell proliferation [GO:0001937]; negative regulation of epithelial cell differentiation [GO:0030857]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of inward rectifier potassium channel activity [GO:1903609]; negative regulation of MAP kinase activity [GO:0043407]; negative regulation of necroptotic process [GO:0060546]; negative regulation of nitric oxide biosynthetic process [GO:0045019]; negative regulation of nitric-oxide synthase activity [GO:0051001]; negative regulation of peptidyl-serine phosphorylation [GO:0033137]; negative regulation of peptidyl-tyrosine autophosphorylation [GO:1900085]; negative regulation of pinocytosis [GO:0048550]; negative regulation of protein binding [GO:0032091]; negative regulation of protein tyrosine kinase activity [GO:0061099]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; negative regulation of tyrosine phosphorylation of STAT protein [GO:0042532]; nitric oxide biosynthetic process [GO:0006809]; positive regulation of calcium ion transport into cytosol [GO:0010524]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of catalytic activity [GO:0043085]; positive regulation of cell adhesion molecule production [GO:0060355]; positive regulation of cell migration [GO:0030335]; positive regulation of cholesterol efflux [GO:0010875]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of ER-associated ubiquitin-dependent protein catabolic process [GO:1903071]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; positive regulation of gap junction assembly [GO:1903598]; positive regulation of gene expression [GO:0010628]; positive regulation of intrinsic apoptotic signaling pathway [GO:2001244]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of protein binding [GO:0032092]; positive regulation of protein ubiquitination [GO:0031398]; positive regulation of toll-like receptor 3 signaling pathway [GO:0034141]; positive regulation of vasoconstriction [GO:0045907]; post-transcriptional regulation of gene expression [GO:0010608]; protein transport [GO:0015031]; receptor internalization [GO:0031623]; receptor internalization involved in canonical Wnt signaling pathway [GO:2000286]; receptor-mediated endocytosis of virus by host cell [GO:0019065]; regulation of blood coagulation [GO:0030193]; regulation of cell communication by electrical coupling involved in cardiac conduction [GO:1901844]; regulation of cytosolic calcium ion concentration [GO:0051480]; regulation of entry of bacterium into host cell [GO:2000535]; regulation of fatty acid metabolic process [GO:0019217]; regulation of heart rate by cardiac conduction [GO:0086091]; regulation of membrane repolarization during action potential [GO:0098903]; regulation of peptidase activity [GO:0052547]; regulation of ruffle assembly [GO:1900027]; regulation of smooth muscle contraction [GO:0006940]; regulation of the force of heart contraction by chemical signal [GO:0003057]; regulation of ventricular cardiac muscle cell action potential [GO:0098911]; response to bacterium [GO:0009617]; response to calcium ion [GO:0051592]; response to estrogen [GO:0043627]; response to hypoxia [GO:0001666]; response to ischemia [GO:0002931]; response to progesterone [GO:0032570]; skeletal muscle tissue development [GO:0007519]; T cell costimulation [GO:0031295]; triglyceride metabolic process [GO:0006641]; tyrosine phosphorylation of STAT protein [GO:0007260]; vasculogenesis [GO:0001570]; vasoconstriction [GO:0042310]"
"MT_Pool_HQ_transcript/387736" 17.9000127767816 -1.91193225660505 1.31308236325508 2.09652066091621e-07 0.000266179105443305 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/388440" 70.9695660059641 2.03229153448272 0.543584692476516 7.05852315572581e-06 0.00372155864113241 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/388532" 139.199923577603 0.75617656387158 0.593519314147815 6.22523472983019e-07 0.000674677106164041 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/388630" 45.2828337199566 1.56444249516887 0.420396940560681 7.99708193674556e-06 0.00410544932689559 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/390659" 161.385818356154 0.842405325829595 0.25359517431793 4.39120434442775e-05 0.0142772690585161 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/390744" 63.093250808106 -1.00907440675339 0.350630704935039 0.000161424360829428 0.03538276888832 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/390836" 379.917579690156 -2.14028259941112 0.573691336602772 6.91478503582222e-06 0.00372155864113241 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/390941" 27.0757823721224 -1.08087884991612 0.324008130313086 3.67236422381236e-05 0.0127929430853806 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/390995" 47.6517056427785 -0.0387648943507804 0.165894318493915 0.000245820852021739 0.0489333998085723 "TACTR" "TL5A" "Q9U8W8" "Techylectin-5A" "GO:0005576; GO:0030246; GO:0046872; GO:0098609" "cell-cell adhesion [GO:0098609]"
"MT_Pool_HQ_transcript/391479" 65.3730752525072 -0.74967841844984 0.314667684720552 9.92912110981375e-06 0.00484243236525616 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/392260" 108.505756567871 -2.6251308148648 0.472468390358874 1.14975578302348e-09 3.73823930253701e-06 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/392526" 50.6169537610485 -1.39814210723097 0.395064325768771 1.58853872105034e-05 0.00673678551527174 "DROME" "HDC" "Q9N2M8" "Headcase protein [Cleaved into: Headcase short protein]" "GO:0002165; GO:0005737; GO:0007430; GO:0030424; GO:0030425; GO:0035071; GO:0035194; GO:0048471; GO:0050768; GO:1904799" "instar larval or pupal development [GO:0002165]; ncRNA-mediated post-transcriptional gene silencing [GO:0035194]; negative regulation of neurogenesis [GO:0050768]; regulation of neuron remodeling [GO:1904799]; salivary gland cell autophagic cell death [GO:0035071]; terminal branching, open tracheal system [GO:0007430]"
"MT_Pool_HQ_transcript/392729" 28.2691109066474 -4.3372379349078 0.974368973666904 1.12370129536304e-14 1.26083525683055e-10 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/393261" 58.4009843194693 2.04570284408724 0.70540788132763 0.000118797826506869 0.027921783126458 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/393701" 73.1891920491238 -1.28528944959901 0.544993426858209 8.86037720756495e-05 0.0230464318086903 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/394698" 40.8081751958001 -0.0635765174559765 0.178585531916645 2.53955801451492e-06 0.00206423740613154 NA NA NA NA NA NA
"MT_Pool_HQ_transcript/395815" 57.6064831177172 0.81200925238628 0.670110067175459 7.39229077133111e-05 0.0197546312831681 NA NA NA NA NA NA
