"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","LOC_ID","transcript","database","uniprot_accession","geneID","species","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","reviewed","entryname","protein_name","gene_name","organism","prot_length","GO_ID","GO_BP","GO_MF","GO_CC","Genename_orderedlocus","Induction","Pathwaycommons","Reactome","Unipathway","Interacts_with"
"gene-LOC134708127|LOC134708127",23.5347165748352,1.38588493751571,0.351442260082213,3.66558032809858e-06,0.000291321337298598,"LOC134708127","lcl|NC_086374.1_cds_XP_063424503.1_10016","sp","Q03442","CRJ1A","TRICY",32.828,198,122,2,64,657,25,211,1.74e-28,113,"reviewed","CRJ1A_TRICY","Crystallin J1A",NA,"Tripedalia cystophora (Jellyfish)",322,"GO:0005212",NA,"structural constituent of eye lens [GO:0005212]",NA,NA,NA,NA,NA,NA,NA
"gene-LOC134686936|LOC134686936",13.8236739402383,1.32446258717268,0.467184744126845,0.00016807242045148,0.00560935356111026,"LOC134686936","lcl|NC_086382.1_cds_XP_063402862.1_37849","sp","P42620","YQJG","ECOLI",55.872,281,120,1,49,891,48,324,7.59e-110,324,"reviewed","YQJG_ECOLI","Glutathionyl-hydroquinone reductase YqjG (GS-HQR) (EC 1.8.5.7)","yqjG b3102 JW3073","Escherichia coli (strain K12)",328,"GO:0004364; GO:0005737; GO:0016672; GO:0042803",NA,"glutathione transferase activity [GO:0004364]; oxidoreductase activity, acting on a sulfur group of donors, quinone or similar compound as acceptor [GO:0016672]; protein homodimerization activity [GO:0042803]","cytoplasm [GO:0005737]","b3102 JW3073",NA,NA,NA,NA,NA
"gene-LOC134692709|LOC134692709",12.7853257701781,1.17568198238069,0.467147753172928,0.000412490158870915,0.0111140945976756,"LOC134692709","lcl|NC_086384.1_cds_XP_063409275.1_44893","sp","Q08DE2","T185B","BOVIN",52.857,350,159,2,1,1032,1,350,5.74e-118,347,"reviewed","T185B_BOVIN","Transmembrane protein 185B (Protein FAM11B)","TMEM185B FAM11B","Bos taurus (Bovine)",350,"GO:0016020",NA,NA,"membrane [GO:0016020]",NA,NA,NA,NA,NA,NA
"gene-LOC134725874|LOC134725874",19.0750160361673,1.12737982808829,0.416147242483929,0.00024955265659565,0.00747102492523617,"LOC134725874","lcl|NC_086379.1_cds_XP_063446188.1_30499","sp","G5EE96","DIC","CAEEL",63.732,284,98,3,13,852,4,286,7.1e-108,317,"reviewed","DIC_CAEEL","Mitochondrial dicarboxylate carrier (DIC) (Solute carrier family 25 member 10 homolog)","slc-25a10 K11G12.5","Caenorhabditis elegans",290,"GO:0005743; GO:0006869; GO:0008272; GO:0015116; GO:0015117; GO:0015131; GO:0015140; GO:0015141; GO:0015297; GO:0015709; GO:0015729; GO:0035435; GO:0071422; GO:0071423","lipid transport [GO:0006869]; malate transmembrane transport [GO:0071423]; oxaloacetate transport [GO:0015729]; phosphate ion transmembrane transport [GO:0035435]; succinate transmembrane transport [GO:0071422]; sulfate transport [GO:0008272]; thiosulfate transport [GO:0015709]","antiporter activity [GO:0015297]; malate transmembrane transporter activity [GO:0015140]; oxaloacetate transmembrane transporter activity [GO:0015131]; succinate transmembrane transporter activity [GO:0015141]; sulfate transmembrane transporter activity [GO:0015116]; thiosulfate transmembrane transporter activity [GO:0015117]","mitochondrial inner membrane [GO:0005743]",NA,NA,NA,"R-CEL-1614517;R-CEL-428643;",NA,NA
"gene-LOC134720928|LOC134720928",30.9631521624753,1.08946840353713,0.249227986737275,6.29588202092925e-07,7.81467513316915e-05,"LOC134720928","lcl|NC_086378.1_cds_XP_063439574.1_23861","sp","Q5F364","MRP1","CHICK",49.329,1565,736,16,16,4671,4,1524,0,1454,"reviewed","MRP1_CHICK","Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter)","ABCC1 MRP1 RCJMB04_32d20","Gallus gallus (Chicken)",1525,"GO:0005524; GO:0006869; GO:0008559; GO:0016323; GO:0016887; GO:0034634; GO:0034775; GO:0042908; GO:0070729","cyclic nucleotide transport [GO:0070729]; glutathione transmembrane transport [GO:0034775]; lipid transport [GO:0006869]; xenobiotic transport [GO:0042908]","ABC-type xenobiotic transporter activity [GO:0008559]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; glutathione transmembrane transporter activity [GO:0034634]","basolateral plasma membrane [GO:0016323]",NA,NA,NA,NA,NA,NA
"gene-LOC134708520|LOC134708520",154.949560912752,1.05016339355342,0.48362634889091,0.00096558194452332,0.0207524975508738,"LOC134708520","lcl|NC_086374.1_cds_XP_063425209.1_10900","sp","Q61P40","TBH1","CAEBR",31.871,342,214,8,481,1467,199,534,5.71e-40,157,"reviewed","TBH1_CAEBR","Tyramine beta-hydroxylase (EC 1.14.17.-) (Tyramine beta-monooxygenase) (TbetaM)","tbh-1 CBG07714","Caenorhabditis briggsae",585,"GO:0004500; GO:0004836; GO:0005507; GO:0005615; GO:0006589; GO:0008021; GO:0030667; GO:0042420; GO:0042421","dopamine catabolic process [GO:0042420]; norepinephrine biosynthetic process [GO:0042421]; octopamine biosynthetic process [GO:0006589]","copper ion binding [GO:0005507]; dopamine beta-monooxygenase activity [GO:0004500]; tyramine-beta hydroxylase activity [GO:0004836]","extracellular space [GO:0005615]; secretory granule membrane [GO:0030667]; synaptic vesicle [GO:0008021]",NA,NA,NA,NA,NA,NA
"gene-LOC134684548|LOC134684548",11.7442789978848,1.01496866519621,0.351116445162389,0.000173563692413387,0.00575783216243449,"LOC134684548","lcl|NC_086373.1_cds_XP_063399913.1_3513","sp","P0C026","NUD24","ARATH",37.276,279,164,5,13,837,78,349,7.92e-55,185,"reviewed","NUD24_ARATH","Nudix hydrolase 24, chloroplastic (AtNUDT24) (EC 3.6.1.-)","NUDT24 NUDX24 At5g19470 F7K24.220","Arabidopsis thaliana (Mouse-ear cress)",365,"GO:0009507; GO:0016787; GO:0046872",NA,"hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]","chloroplast [GO:0009507]","At5g19470",NA,NA,NA,NA,NA
"gene-LOC134722512|LOC134722512",55.0162261251893,1.00598586432818,0.440596224972744,0.000780691356670097,0.0175798937181209,"LOC134722512","lcl|NC_086373.1_cds_XP_063442206.1_1826","sp","Q504A5","TPMT","DANRE",42.202,218,124,2,70,720,14,230,3.67e-60,192,"reviewed","TPMT_DANRE","Probable thiopurine S-methyltransferase (Thiopurine methyltransferase) (EC 2.1.1.67)","tpmt zgc:109981","Danio rerio (Zebrafish) (Brachydanio rerio)",232,"GO:0005737; GO:0008119; GO:0032259","methylation [GO:0032259]","thiopurine S-methyltransferase activity [GO:0008119]","cytoplasm [GO:0005737]",NA,NA,NA,"R-DRE-156581;R-DRE-9748787;",NA,NA
"gene-LOC134710997|LOC134710997",217.242528031262,0.99271979077741,0.487273937841918,0.0013451862742255,0.0266175272448467,"LOC134710997","lcl|NC_086375.1_cds_XP_063427493.1_12198","sp","P30044","PRDX5","HUMAN",58.48,171,69,1,64,570,44,214,3.25e-68,210,"reviewed","PRDX5_HUMAN","Peroxiredoxin-5, mitochondrial (EC 1.11.1.24) (Alu corepressor 1) (Antioxidant enzyme B166) (AOEB166) (Liver tissue 2D-page spot 71B) (PLP) (Peroxiredoxin V) (Prx-V) (Peroxisomal antioxidant enzyme) (TPx type VI) (Thioredoxin peroxidase PMP20) (Thioredoxin-dependent peroxiredoxin 5)","PRDX5 ACR1 SBBI10","Homo sapiens (Human)",214,"GO:0001016; GO:0004601; GO:0005102; GO:0005615; GO:0005634; GO:0005737; GO:0005739; GO:0005759; GO:0005777; GO:0005782; GO:0005829; GO:0006954; GO:0006979; GO:0008379; GO:0016209; GO:0016480; GO:0031410; GO:0032967; GO:0034599; GO:0034614; GO:0042744; GO:0042802; GO:0043027; GO:0043066; GO:0043231; GO:0045454; GO:0048471; GO:0051354; GO:0060785; GO:0070062; GO:0070995; GO:0072541; GO:2001057","cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]; cellular response to reactive oxygen species [GO:0034614]; hydrogen peroxide catabolic process [GO:0042744]; inflammatory response [GO:0006954]; NADPH oxidation [GO:0070995]; negative regulation of apoptotic process [GO:0043066]; negative regulation of oxidoreductase activity [GO:0051354]; negative regulation of transcription by RNA polymerase III [GO:0016480]; positive regulation of collagen biosynthetic process [GO:0032967]; reactive nitrogen species metabolic process [GO:2001057]; regulation of apoptosis involved in tissue homeostasis [GO:0060785]; response to oxidative stress [GO:0006979]","antioxidant activity [GO:0016209]; cysteine-type endopeptidase inhibitor activity involved in apoptotic process [GO:0043027]; identical protein binding [GO:0042802]; peroxidase activity [GO:0004601]; peroxynitrite reductase activity [GO:0072541]; RNA polymerase III transcription regulatory region sequence-specific DNA binding [GO:0001016]; signaling receptor binding [GO:0005102]; thioredoxin peroxidase activity [GO:0008379]","cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; intracellular membrane-bounded organelle [GO:0043231]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]",NA,NA,"P30044;","R-HSA-3299685;R-HSA-5628897 [P30044-2];",NA,"P55273; Q7Z417; P49901; P00441; P30044-2"
"gene-LOC134725929|LOC134725929",63.3801356484606,0.981903415191812,0.278847628738224,2.04657262509351e-05,0.00109219747774918,"LOC134725929","lcl|NC_086379.1_cds_XP_063446294.1_30613","sp","Q9VAF5","CAD99","DROME",30.744,309,169,13,253,1128,93,373,9.15e-29,124,"reviewed","CAD99_DROME","Cadherin-99C","Cad99C CG31009","Drosophila melanogaster (Fruit fly)",1706,"GO:0002385; GO:0005509; GO:0005886; GO:0005902; GO:0007156; GO:0007304; GO:0007305; GO:0007605; GO:0010008; GO:0016324; GO:0016339; GO:0017022; GO:0019722; GO:0031528; GO:0032529; GO:0032533; GO:0035239; GO:0044331; GO:0045176; GO:0098609; GO:2000370","apical protein localization [GO:0045176]; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; calcium-mediated signaling [GO:0019722]; cell-cell adhesion [GO:0098609]; cell-cell adhesion mediated by cadherin [GO:0044331]; chorion-containing eggshell formation [GO:0007304]; follicle cell microvillus organization [GO:0032529]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; mucosal immune response [GO:0002385]; positive regulation of clathrin-dependent endocytosis [GO:2000370]; regulation of follicle cell microvillus length [GO:0032533]; sensory perception of sound [GO:0007605]; tube morphogenesis [GO:0035239]; vitelline membrane formation involved in chorion-containing eggshell formation [GO:0007305]","calcium ion binding [GO:0005509]; myosin binding [GO:0017022]","apical plasma membrane [GO:0016324]; endosome membrane [GO:0010008]; microvillus [GO:0005902]; microvillus membrane [GO:0031528]; plasma membrane [GO:0005886]",NA,"INDUCTION: Up-regulated in the adult anterior midgut after the ingestion of bacterial uracil. Strong up-regulation detected 1 hour, 2 hours and 16 hours after ingestion, whereas no up-regulation was detected at 4 hours. {ECO:0000269|PubMed:25639794}.",NA,NA,NA,"Q9V3Z6"
"gene-LOC134693648|LOC134693648",13.1272586261294,0.974229166240499,0.306252604404298,6.99929047707671e-05,0.00284268977574509,"LOC134693648","lcl|NC_086384.1_cds_XP_063410601.1_44120","sp","Q9P2S5","WRP73","HUMAN",58.681,455,177,3,1,1341,1,452,0,568,"reviewed","WRP73_HUMAN","WD repeat-containing protein WRAP73 (WD repeat-containing protein 8) (WD repeat-containing protein antisense to TP73 gene)","WRAP73 WDR8","Homo sapiens (Human)",460,"GO:0005737; GO:0005813; GO:0005814; GO:0005815; GO:0030030; GO:0034451; GO:0036064; GO:0090307; GO:1902857; GO:1990811","cell projection organization [GO:0030030]; mitotic spindle assembly [GO:0090307]; positive regulation of non-motile cilium assembly [GO:1902857]",NA,"centriolar satellite [GO:0034451]; centriole [GO:0005814]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]; microtubule organizing center [GO:0005815]; MWP complex [GO:1990811]",NA,NA,"Q9P2S5;",NA,NA,"Q9Y2D8; Q8VC66"
"gene-LOC134693203|LOC134693203",443.044669579832,0.964112482488224,0.330601545099988,0.000154119337516693,0.00525480346156453,"LOC134693203","lcl|NC_086384.1_cds_XP_063410003.1_43835","sp","P18426","SCR11","NOTSL",39.904,208,121,4,1,621,1,205,1.32e-44,150,"reviewed","SCR11_NOTSL","S-crystallin SL11 (Major lens polypeptide)",NA,"Nototodarus sloanii (Wellington flying squid) (Ommastrephes sloanei)",205,"GO:0004364; GO:0005212; GO:0006749","glutathione metabolic process [GO:0006749]","glutathione transferase activity [GO:0004364]; structural constituent of eye lens [GO:0005212]",NA,NA,NA,NA,NA,NA,NA
"gene-LOC134720684|LOC134720684",12.0477672258692,0.927191762940571,0.283317069747463,5.31122834704504e-05,0.00229191951366432,"LOC134720684","lcl|NC_086378.1_cds_XP_063439180.1_23329","sp","O94761","RECQ4","HUMAN",47.328,786,382,15,1816,4140,442,1206,0,682,"reviewed","RECQ4_HUMAN","ATP-dependent DNA helicase Q4 (EC 5.6.2.4) (DNA 3'-5' helicase RecQ4) (DNA helicase, RecQ-like type 4) (RecQ4) (RTS) (RecQ protein-like 4)","RECQL4 RECQ4","Homo sapiens (Human)",1208,"GO:0000405; GO:0000723; GO:0000724; GO:0000781; GO:0004386; GO:0005524; GO:0005634; GO:0005654; GO:0005694; GO:0005737; GO:0006260; GO:0006268; GO:0006281; GO:0009378; GO:0016020; GO:0016853; GO:0016887; GO:0032357; GO:0032508; GO:0046872; GO:0061820; GO:0061821; GO:1990814","DNA duplex unwinding [GO:0032508]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; DNA unwinding involved in DNA replication [GO:0006268]; double-strand break repair via homologous recombination [GO:0000724]; telomere maintenance [GO:0000723]; telomeric D-loop disassembly [GO:0061820]","ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; bubble DNA binding [GO:0000405]; DNA/DNA annealing activity [GO:1990814]; four-way junction helicase activity [GO:0009378]; helicase activity [GO:0004386]; isomerase activity [GO:0016853]; metal ion binding [GO:0046872]; oxidized purine DNA binding [GO:0032357]; telomeric D-loop binding [GO:0061821]","chromosome [GO:0005694]; chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]",NA,"INDUCTION: Up-regulated in actively dividing cells. {ECO:0000269|PubMed:11032027}.","O94761;",NA,NA,"P54274"
