"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","LOC_ID","transcript","database","uniprot_accession","geneID","species","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","reviewed","entryname","protein_name","gene_name","organism","prot_length","GO_ID","GO_BP","GO_MF","GO_CC","Genename_orderedlocus","Induction","Pathwaycommons","Reactome","Unipathway","Interacts_with"
"gene-LOC134706953|LOC134706953",26.3115548821713,1.22757285957181,0.306930107655047,3.38571469774394e-06,0.000638255802901845,"LOC134706953","lcl|NC_086374.1_cds_XP_063422409.1_7445","sp","A0A7E6FSU6","OXDD","OCTVU",41.667,324,180,3,43,1005,15,332,3.7e-92,281,"reviewed","OXDD_OCTVU","D-aspartate oxidase (DASOX) (DASPO) (DDO) (EC 1.4.3.1)","DDO LOC115226122","Octopus vulgaris (Common octopus)",336,"GO:0005782; GO:0008445; GO:0019478; GO:0071949","D-amino acid catabolic process [GO:0019478]","D-aspartate oxidase activity [GO:0008445]; FAD binding [GO:0071949]","peroxisomal matrix [GO:0005782]",NA,NA,NA,NA,NA,NA
"gene-LOC134707977|LOC134707977",50.5623606938089,1.18944954462682,0.198841422400992,1.35092852047733e-10,1.16119811493473e-07,"LOC134707977","lcl|NC_086374.1_cds_XP_063424250.1_9708","sp","P06603","TBA1","DROME",99.537,432,2,0,1,1296,1,432,0,871,"reviewed","TBA1_DROME","Tubulin alpha-1 chain (EC 3.6.5.-)","alphaTub84B tubA84B CG1913","Drosophila melanogaster (Fruit fly)",450,"GO:0000226; GO:0000235; GO:0000278; GO:0005200; GO:0005525; GO:0005634; GO:0005737; GO:0005813; GO:0005819; GO:0005874; GO:0016787; GO:0032418; GO:0046872; GO:0048471","lysosome localization [GO:0032418]; microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278]","GTP binding [GO:0005525]; hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; structural constituent of cytoskeleton [GO:0005200]","astral microtubule [GO:0000235]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; microtubule [GO:0005874]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; spindle [GO:0005819]",NA,NA,NA,"R-DME-3371497;R-DME-6807878;R-DME-6811434;R-DME-6811436;R-DME-983189;",NA,NA
"gene-LOC134683210|LOC134683210",25.5915270281983,1.16787448910759,0.4124367379708,0.000192998001291338,0.0117561617164551,"LOC134683210","lcl|NC_086373.1_cds_XP_063398442.1_3334","sp","P78509","RELN","HUMAN",39.536,3144,1762,46,1189,10368,338,3426,0,2338,"reviewed","RELN_HUMAN","Reelin (EC 3.4.21.-)","RELN","Homo sapiens (Human)",3460,"GO:0000902; GO:0001764; GO:0001934; GO:0005576; GO:0005615; GO:0005737; GO:0005886; GO:0006508; GO:0007155; GO:0007411; GO:0007417; GO:0007420; GO:0007616; GO:0007626; GO:0008236; GO:0008306; GO:0010001; GO:0010468; GO:0010976; GO:0016358; GO:0018108; GO:0021511; GO:0021517; GO:0021766; GO:0021800; GO:0021819; GO:0030425; GO:0031012; GO:0032008; GO:0035418; GO:0038026; GO:0043005; GO:0045664; GO:0045860; GO:0046872; GO:0048018; GO:0048265; GO:0050731; GO:0050795; GO:0050804; GO:0051057; GO:0051897; GO:0051968; GO:0060025; GO:0060291; GO:0061003; GO:0070325; GO:0070326; GO:0090129; GO:0097107; GO:0097114; GO:0097119; GO:0097120; GO:0097477; GO:0110157; GO:1900273; GO:1902078; GO:1904936; GO:2000310; GO:2000463; GO:2001222","associative learning [GO:0008306]; axon guidance [GO:0007411]; brain development [GO:0007420]; cell adhesion [GO:0007155]; cell morphogenesis [GO:0000902]; central nervous system development [GO:0007417]; cerebral cortex tangential migration [GO:0021800]; dendrite development [GO:0016358]; glial cell differentiation [GO:0010001]; hippocampus development [GO:0021766]; interneuron migration [GO:1904936]; lateral motor column neuron migration [GO:0097477]; layer formation in cerebral cortex [GO:0021819]; locomotory behavior [GO:0007626]; long-term memory [GO:0007616]; long-term synaptic potentiation [GO:0060291]; modulation of chemical synaptic transmission [GO:0050804]; neuron migration [GO:0001764]; NMDA glutamate receptor clustering [GO:0097114]; peptidyl-tyrosine phosphorylation [GO:0018108]; positive regulation of dendritic spine morphogenesis [GO:0061003]; positive regulation of excitatory postsynaptic potential [GO:2000463]; positive regulation of lateral motor column neuron migration [GO:1902078]; positive regulation of long-term synaptic potentiation [GO:1900273]; positive regulation of neuron projection development [GO:0010976]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of protein kinase activity [GO:0045860]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of small GTPase mediated signal transduction [GO:0051057]; positive regulation of synapse maturation [GO:0090129]; positive regulation of synaptic transmission, glutamatergic [GO:0051968]; positive regulation of TOR signaling [GO:0032008]; postsynaptic density assembly [GO:0097107]; postsynaptic density protein 95 clustering [GO:0097119]; protein localization to synapse [GO:0035418]; proteolysis [GO:0006508]; receptor localization to synapse [GO:0097120]; reelin-mediated signaling pathway [GO:0038026]; regulation of behavior [GO:0050795]; regulation of gene expression [GO:0010468]; regulation of neuron differentiation [GO:0045664]; regulation of neuron migration [GO:2001222]; regulation of NMDA receptor activity [GO:2000310]; regulation of synaptic activity [GO:0060025]; response to pain [GO:0048265]; spinal cord patterning [GO:0021511]; ventral spinal cord development [GO:0021517]","lipoprotein particle receptor binding [GO:0070325]; metal ion binding [GO:0046872]; receptor ligand activity [GO:0048018]; serine-type peptidase activity [GO:0008236]; very-low-density lipoprotein particle receptor binding [GO:0070326]","cytoplasm [GO:0005737]; dendrite [GO:0030425]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; reelin complex [GO:0110157]",NA,NA,"P78509;","R-HSA-8866376;",NA,NA
"gene-LOC134700327|LOC134700327",81.5173494598742,1.16508841892098,0.343693262541969,3.44382381924803e-05,0.00375231282615532,"LOC134700327","lcl|NW_026963302.1_cds_XP_063417747.1_51483","sp","A6QLY2","GPX7","BOVIN",44.848,165,90,1,229,723,23,186,3.51e-48,160,"reviewed","GPX7_BOVIN","Glutathione peroxidase 7 (GPx-7) (GSHPx-7) (EC 1.11.1.9)","GPX7","Bos taurus (Bovine)",186,"GO:0004601; GO:0004602; GO:0005576; GO:0005783; GO:0006979","response to oxidative stress [GO:0006979]","glutathione peroxidase activity [GO:0004602]; peroxidase activity [GO:0004601]","endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]",NA,NA,NA,"R-BTA-3299685;",NA,NA
"gene-LOC134691121|LOC134691121",28.3202148174219,1.16505763361464,0.317383613516513,1.23370978392287e-05,0.00173526888880497,"LOC134691121","lcl|NC_086383.1_cds_XP_063407460.1_41979","sp","Q642H2","CRBL2","DANRE",60.227,88,28,3,82,342,22,103,1.02e-25,96.7,"reviewed","CRBL2_DANRE","cAMP-responsive element-binding protein-like 2","crebl2 zgc:92620","Danio rerio (Zebrafish) (Brachydanio rerio)",119,"GO:0003677; GO:0003700; GO:0005634; GO:0006355; GO:0030154; GO:0045600; GO:0045893; GO:0046326; GO:0046889","cell differentiation [GO:0030154]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of fat cell differentiation [GO:0045600]; positive regulation of glucose import [GO:0046326]; positive regulation of lipid biosynthetic process [GO:0046889]; regulation of DNA-templated transcription [GO:0006355]","DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]","nucleus [GO:0005634]",NA,NA,NA,NA,NA,NA
"gene-LOC134707955|LOC134707955",91.6010696518601,1.16105243374552,0.142555680399133,2.68141696042092e-17,1.03717208029081e-13,"LOC134707955","lcl|NC_086374.1_cds_XP_063424208.1_9669","sp","Q5RAE3","LAT2","PONAB",51.782,477,226,3,94,1512,34,510,1.42e-151,446,"reviewed","LAT2_PONAB","Large neutral amino acids transporter small subunit 2 (L-type amino acid transporter 2) (Solute carrier family 7 member 8)","SLC7A8 LAT2","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)",535,"GO:0015175; GO:0015179; GO:0015297; GO:0015349; GO:0015804; GO:0016323; GO:0046982; GO:0070327","neutral amino acid transport [GO:0015804]; thyroid hormone transport [GO:0070327]","antiporter activity [GO:0015297]; L-amino acid transmembrane transporter activity [GO:0015179]; neutral L-amino acid transmembrane transporter activity [GO:0015175]; protein heterodimerization activity [GO:0046982]; thyroid hormone transmembrane transporter activity [GO:0015349]","basolateral plasma membrane [GO:0016323]",NA,NA,NA,NA,NA,NA
"gene-LOC134691224|LOC134691224",126.040906578393,1.1464800861732,0.22096503475116,1.22629288168505e-08,6.32440115514368e-06,"LOC134691224","lcl|NC_086383.1_cds_XP_063407654.1_42253","sp","Q8BL74","TF3C2","MOUSE",29.928,558,329,19,2374,3909,322,863,2.93e-54,209,"reviewed","TF3C2_MOUSE","General transcription factor 3C polypeptide 2 (TF3C-beta) (Transcription factor IIIC 110 kDa subunit) (TFIIIC 110 kDa subunit) (TFIIIC110) (Transcription factor IIIC subunit beta)","Gtf3c2 Kiaa0011","Mus musculus (Mouse)",907,"GO:0000127; GO:0005634; GO:0006383","transcription by RNA polymerase III [GO:0006383]",NA,"nucleus [GO:0005634]; transcription factor TFIIIC complex [GO:0000127]",NA,NA,NA,"R-MMU-76061;R-MMU-76066;",NA,NA
"gene-LOC134707958|LOC134707958",88.6143653370988,1.08907765904636,0.155268031194594,1.60055402128402e-13,3.0954714771633e-10,"LOC134707958","lcl|NC_086374.1_cds_XP_063424212.1_9673","sp","Q01650","LAT1","HUMAN",39.13,115,70,0,1,345,393,507,1.02e-25,103,"reviewed","LAT1_HUMAN","Large neutral amino acids transporter small subunit 1 (4F2 light chain) (4F2 LC) (4F2LC) (CD98 light chain) (Integral membrane protein E16) (E16) (L-type amino acid transporter 1) (hLAT1) (Solute carrier family 7 member 5) (y+ system cationic amino acid transporter)","SLC7A5 CD98LC LAT1 MPE16","Homo sapiens (Human)",507,"GO:0002720; GO:0003333; GO:0005765; GO:0005829; GO:0005886; GO:0009925; GO:0010507; GO:0010629; GO:0014850; GO:0015171; GO:0015173; GO:0015175; GO:0015179; GO:0015190; GO:0015196; GO:0015297; GO:0015349; GO:0015804; GO:0015818; GO:0015820; GO:0015821; GO:0015823; GO:0015824; GO:0015827; GO:0015828; GO:0015829; GO:0016020; GO:0016323; GO:0016324; GO:0031528; GO:0032328; GO:0032729; GO:0032740; GO:0032753; GO:0042149; GO:0042605; GO:0042908; GO:0043231; GO:0055093; GO:0060252; GO:0070062; GO:0070327; GO:0071222; GO:0089718; GO:0097421; GO:0098591; GO:0150104; GO:1902024; GO:1903577; GO:1903801; GO:1904556; GO:1905460; GO:1905534; GO:1990184","alanine transport [GO:0032328]; amino acid import across plasma membrane [GO:0089718]; amino acid transmembrane transport [GO:0003333]; cellular response to glucose starvation [GO:0042149]; cellular response to L-arginine [GO:1903577]; cellular response to lipopolysaccharide [GO:0071222]; isoleucine transport [GO:0015818]; L-histidine transport [GO:1902024]; L-leucine import across plasma membrane [GO:1903801]; L-leucine transport [GO:0015820]; L-tryptophan transmembrane transport [GO:1904556]; liver regeneration [GO:0097421]; methionine transport [GO:0015821]; negative regulation of autophagy [GO:0010507]; negative regulation of gene expression [GO:0010629]; negative regulation of vascular associated smooth muscle cell apoptotic process [GO:1905460]; neutral amino acid transport [GO:0015804]; phenylalanine transport [GO:0015823]; positive regulation of cytokine production involved in immune response [GO:0002720]; positive regulation of glial cell proliferation [GO:0060252]; positive regulation of interleukin-17 production [GO:0032740]; positive regulation of interleukin-4 production [GO:0032753]; positive regulation of L-leucine import across plasma membrane [GO:1905534]; positive regulation of type II interferon production [GO:0032729]; proline transport [GO:0015824]; response to hyperoxia [GO:0055093]; response to muscle activity [GO:0014850]; thyroid hormone transport [GO:0070327]; transport across blood-brain barrier [GO:0150104]; tryptophan transport [GO:0015827]; tyrosine transport [GO:0015828]; valine transport [GO:0015829]; xenobiotic transport [GO:0042908]","amino acid transmembrane transporter activity [GO:0015171]; antiporter activity [GO:0015297]; aromatic amino acid transmembrane transporter activity [GO:0015173]; L-amino acid transmembrane transporter activity [GO:0015179]; L-leucine transmembrane transporter activity [GO:0015190]; L-tryptophan transmembrane transporter activity [GO:0015196]; neutral L-amino acid transmembrane transporter activity [GO:0015175]; peptide antigen binding [GO:0042605]; thyroid hormone transmembrane transporter activity [GO:0015349]","amino acid transport complex [GO:1990184]; apical plasma membrane [GO:0016324]; basal plasma membrane [GO:0009925]; basolateral plasma membrane [GO:0016323]; cytosol [GO:0005829]; external side of apical plasma membrane [GO:0098591]; extracellular exosome [GO:0070062]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; microvillus membrane [GO:0031528]; plasma membrane [GO:0005886]",NA,"INDUCTION: (Microbial infection) Up-regulation of the complex formed by SLC3A2 and SLC7A5/LAT1 upon hepatitis C virus/HCV infection. {ECO:0000269|PubMed:30341327}.; INDUCTION: Expression induced in quiescent peripheral blood lymphocytes after treatment with phorbol myristate acetate (PMA) and phytohemagglutinin (PHA). Expression and the uptake of leucine is stimulated in mononuclear, cytotrophoblast-like choriocarcinoma cells by combined treatment with PMA and calcium ionophore. {ECO:0000269|PubMed:11742812, ECO:0000269|PubMed:1597461}.","Q01650;","R-HSA-210991;R-HSA-352230;R-HSA-71240;",NA,"P08195; P08195-1"
"gene-LOC134701330|LOC134701330",13.4848869479753,1.07967330691814,0.436080327879111,0.00058471635252598,0.0225787694554208,"LOC134701330","lcl|NW_026963315.1_cds_XP_063418535.1_52172","sp","Q969M7","UBE2F","HUMAN",59.239,184,70,1,1,537,1,184,4.41e-81,241,"reviewed","UBE2F_HUMAN","NEDD8-conjugating enzyme UBE2F (EC 2.3.2.34) (NEDD8 carrier protein UBE2F) (NEDD8 protein ligase UBE2F) (NEDD8-conjugating enzyme 2) (RING-type E3 NEDD8 transferase UBE2F) (Ubiquitin-conjugating enzyme E2 F)","UBE2F NCE2","Homo sapiens (Human)",185,"GO:0005524; GO:0005634; GO:0005829; GO:0019788; GO:0043687; GO:0045116; GO:0061654; GO:0061663","post-translational protein modification [GO:0043687]; protein neddylation [GO:0045116]","ATP binding [GO:0005524]; NEDD8 conjugating enzyme activity [GO:0061654]; NEDD8 ligase activity [GO:0061663]; NEDD8 transferase activity [GO:0019788]","cytosol [GO:0005829]; nucleus [GO:0005634]",NA,NA,"Q969M7;","R-HSA-8951664;R-HSA-983168;","UPA00885;","P62879; P80188; P26367"
"gene-LOC134681413|LOC134681413",11.178011993871,1.06837445791448,0.368586136370145,0.000178574804973966,0.011323399108841,"LOC134681413","lcl|NC_086380.1_cds_XP_063397097.1_33695","sp","E1BD59","TRI56","BOVIN",28.467,274,161,5,187,954,10,266,2.03e-31,132,"reviewed","TRI56_BOVIN","E3 ubiquitin-protein ligase TRIM56 (EC 2.3.2.27) (Tripartite motif-containing protein 56)","TRIM56","Bos taurus (Bovine)",732,"GO:0005737; GO:0006513; GO:0008270; GO:0032728; GO:0034340; GO:0045087; GO:0051607; GO:0060340; GO:0061630; GO:0070534","defense response to virus [GO:0051607]; innate immune response [GO:0045087]; positive regulation of interferon-beta production [GO:0032728]; positive regulation of type I interferon-mediated signaling pathway [GO:0060340]; protein K63-linked ubiquitination [GO:0070534]; protein monoubiquitination [GO:0006513]; response to type I interferon [GO:0034340]","ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]","cytoplasm [GO:0005737]",NA,"INDUCTION: Up-regulated by IFN-alpha. Up-regulated in response to viral infection, including Sendai virus and bovine viral diarrhea virus. {ECO:0000269|PubMed:21289118}.",NA,NA,"UPA00143;",NA
