"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","LOC_ID","transcript","database","uniprot_accession","geneID","species","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","reviewed","entryname","protein_name","gene_name","organism","prot_length","GO_ID","GO_BP","GO_MF","GO_CC","Genename_orderedlocus","Induction","Pathwaycommons","Reactome","Unipathway","Interacts_with"
"gene-LOC134685599|LOC134685599",92.6271178045081,1.31317763549465,0.529220576895702,0.000418526855052236,0.0182332134244496,"LOC134685599","lcl|NC_086381.1_cds_XP_063401567.1_35534","sp","A4IGY6","S39AE","XENTR",34.753,446,219,11,55,1254,27,446,7.74e-68,226,"reviewed","S39AE_XENTR","Metal cation symporter ZIP14 (Solute carrier family 39 member 14) (Zrt- and Irt-like protein 14) (ZIP-14)","slc39a14","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)",462,"GO:0005381; GO:0005384; GO:0005385; GO:0005765; GO:0005886; GO:0006882; GO:0015086; GO:0015296; GO:0016323; GO:0016324; GO:0031901; GO:0031902; GO:0032869; GO:0033212; GO:0034755; GO:0045745; GO:0051344; GO:0055071; GO:0071333; GO:0071421; GO:0071577; GO:0071578; GO:0098662; GO:0098739","cellular response to glucose stimulus [GO:0071333]; cellular response to insulin stimulus [GO:0032869]; import across plasma membrane [GO:0098739]; inorganic cation transmembrane transport [GO:0098662]; intracellular zinc ion homeostasis [GO:0006882]; iron import into cell [GO:0033212]; iron ion transmembrane transport [GO:0034755]; manganese ion homeostasis [GO:0055071]; manganese ion transmembrane transport [GO:0071421]; negative regulation of cyclic-nucleotide phosphodiesterase activity [GO:0051344]; positive regulation of G protein-coupled receptor signaling pathway [GO:0045745]; zinc ion import across plasma membrane [GO:0071578]; zinc ion transmembrane transport [GO:0071577]","cadmium ion transmembrane transporter activity [GO:0015086]; iron ion transmembrane transporter activity [GO:0005381]; manganese ion transmembrane transporter activity [GO:0005384]; monoatomic anion:monoatomic cation symporter activity [GO:0015296]; zinc ion transmembrane transporter activity [GO:0005385]","apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; early endosome membrane [GO:0031901]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; plasma membrane [GO:0005886]",NA,NA,NA,"R-XTR-442380;",NA,NA
"gene-LOC134710394|LOC134710394",201.191204052123,1.28538000895355,0.274803512003551,1.35327239579549e-07,4.51992980195693e-05,"LOC134710394","lcl|NC_086375.1_cds_XP_063426819.1_11946","sp","P36573","LEC1","CAEEL",35.115,262,156,7,877,1647,21,273,5.49e-35,136,"reviewed","LEC1_CAEEL","32 kDa beta-galactoside-binding lectin (32 kDa GBP)","lec-1 W09H1.6","Caenorhabditis elegans",279,"GO:0016936; GO:0030246; GO:0045121; GO:0060102",NA,"carbohydrate binding [GO:0030246]; galactoside binding [GO:0016936]","collagen and cuticulin-based cuticle extracellular matrix [GO:0060102]; membrane raft [GO:0045121]",NA,NA,NA,"R-CEL-6798695;",NA,NA
"gene-LOC134706753|LOC134706753",104.500355872113,1.2355105849742,0.247203111717838,2.62578675644246e-08,1.40322044264285e-05,"LOC134706753","lcl|NC_086374.1_cds_XP_063422037.1_7024","sp","Q66I24","ASSY","DANRE",69.75,400,121,0,22,1221,6,405,0,595,"reviewed","ASSY_DANRE","Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)","ass1 zgc:92051","Danio rerio (Zebrafish) (Brachydanio rerio)",414,"GO:0000050; GO:0000053; GO:0004055; GO:0005524; GO:0005737; GO:0005829; GO:0006526","arginine biosynthetic process [GO:0006526]; argininosuccinate metabolic process [GO:0000053]; urea cycle [GO:0000050]","argininosuccinate synthase activity [GO:0004055]; ATP binding [GO:0005524]","cytoplasm [GO:0005737]; cytosol [GO:0005829]",NA,NA,NA,NA,"UPA00068;UPA00158;",NA
"gene-LOC134716897|LOC134716897",324.124427171692,1.2344751282371,0.299828811957362,1.77987694901594e-06,0.000365833169828508,"LOC134716897","lcl|NC_086376.1_cds_XP_063435982.1_20269","sp","Q8N2E2","VWDE","HUMAN",27.647,340,181,10,13687,14604,772,1080,3.27e-24,118,"reviewed","VWDE_HUMAN","von Willebrand factor D and EGF domain-containing protein","VWDE","Homo sapiens (Human)",1590,"GO:0005102; GO:0005576; GO:0009986",NA,"signaling receptor binding [GO:0005102]","cell surface [GO:0009986]; extracellular region [GO:0005576]",NA,NA,"Q8N2E2;",NA,NA,NA
"gene-LOC134721315|LOC134721315",240.964647514478,1.22696167095938,0.265415800576268,1.77741478886394e-07,5.21409611821681e-05,"LOC134721315","lcl|NC_086373.1_cds_XP_063440290.1_1607","sp","Q8R5I6","GSTM4","MOUSE",48.372,215,110,1,1,642,1,215,3.11e-71,219,"reviewed","GSTM4_MOUSE","Glutathione S-transferase Mu 4 (EC 2.5.1.18) (GST class-mu 4) (GSTM4-4) (Glutathione transferase GSTM7-7) (Leukotriene C4 synthase GSTM4) (EC 4.4.1.20)","Gstm4 Gstm7 Gstm7-7","Mus musculus (Mouse)",218,"GO:0004364; GO:0004464; GO:0005829; GO:0006749; GO:0018916; GO:0019899; GO:0042178; GO:0042759; GO:0042803; GO:0043295; GO:0045171","glutathione metabolic process [GO:0006749]; long-chain fatty acid biosynthetic process [GO:0042759]; nitrobenzene metabolic process [GO:0018916]; xenobiotic catabolic process [GO:0042178]","enzyme binding [GO:0019899]; glutathione binding [GO:0043295]; glutathione transferase activity [GO:0004364]; leukotriene-C4 synthase activity [GO:0004464]; protein homodimerization activity [GO:0042803]","cytosol [GO:0005829]; intercellular bridge [GO:0045171]",NA,NA,NA,"R-MMU-156590;R-MMU-9026762;",NA,NA
"gene-LOC134721144|LOC134721144",36.8869918960375,1.22517312412436,0.378920917248988,4.70452707959242e-05,0.00405499882473256,"LOC134721144","lcl|NC_086378.1_cds_XP_063440012.1_24403","sp","P48416","CP10","LYMST",29.98,497,315,13,226,1680,69,544,2.66e-58,206,"reviewed","CP10_LYMST","Cytochrome P450 10 (EC 1.14.-.-) (CYPX)","CYP10","Lymnaea stagnalis (Great pond snail) (Helix stagnalis)",545,"GO:0004497; GO:0005506; GO:0005743; GO:0006700; GO:0006704; GO:0008203; GO:0016705; GO:0020037; GO:0034650; GO:0071375","C21-steroid hormone biosynthetic process [GO:0006700]; cellular response to peptide hormone stimulus [GO:0071375]; cholesterol metabolic process [GO:0008203]; cortisol metabolic process [GO:0034650]; glucocorticoid biosynthetic process [GO:0006704]","heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]","mitochondrial inner membrane [GO:0005743]",NA,NA,NA,NA,NA,NA
"gene-LOC134708517|LOC134708517",301.151674883742,1.02078793954379,0.456484302670134,0.000813948494775534,0.0282327405977535,"LOC134708517","lcl|NC_086374.1_cds_XP_063425205.1_10896","sp","Q61P40","TBH1","CAEBR",31.894,301,191,6,481,1356,199,494,2.46e-38,152,"reviewed","TBH1_CAEBR","Tyramine beta-hydroxylase (EC 1.14.17.-) (Tyramine beta-monooxygenase) (TbetaM)","tbh-1 CBG07714","Caenorhabditis briggsae",585,"GO:0004500; GO:0004836; GO:0005507; GO:0005615; GO:0006589; GO:0008021; GO:0030667; GO:0042420; GO:0042421","dopamine catabolic process [GO:0042420]; norepinephrine biosynthetic process [GO:0042421]; octopamine biosynthetic process [GO:0006589]","copper ion binding [GO:0005507]; dopamine beta-monooxygenase activity [GO:0004500]; tyramine-beta hydroxylase activity [GO:0004836]","extracellular space [GO:0005615]; secretory granule membrane [GO:0030667]; synaptic vesicle [GO:0008021]",NA,NA,NA,NA,NA,NA
"gene-LOC134694047|LOC134694047",127.708284622956,0.937369409011305,0.346922986575312,0.000255711706442057,0.0126529940669107,"LOC134694047","lcl|NC_086385.1_cds_XP_063411112.1_45985","sp","O01393","UNC9","CAEEL",40,375,215,4,61,1182,20,385,4.1e-99,303,"reviewed","UNC9_CAEEL","Innexin unc-9 (Uncoordinated protein 9)","unc-9 R12H7.1","Caenorhabditis elegans",386,"GO:0005243; GO:0005886; GO:0005911; GO:0005921; GO:0034220; GO:0040017; GO:0051015; GO:0055077","monoatomic ion transmembrane transport [GO:0034220]; positive regulation of locomotion [GO:0040017]","actin filament binding [GO:0051015]; gap junction channel activity [GO:0005243]; gap junction hemi-channel activity [GO:0055077]","cell-cell junction [GO:0005911]; gap junction [GO:0005921]; plasma membrane [GO:0005886]",NA,NA,NA,NA,NA,NA
"gene-LOC134687436|LOC134687436",3547.67952488706,0.93492759295171,0.124722787416782,3.58543285570524e-15,2.87408297713332e-11,"LOC134687436","lcl|NC_086373.1_cds_XP_063403806.1_4017","sp","P28491","CALR","PIG",71.72,343,94,3,46,1071,17,357,6.35e-161,462,"reviewed","CALR_PIG","Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP)","CALR","Sus scrofa (Pig)",417,"GO:0005509; GO:0005576; GO:0005789; GO:0005829; GO:0006457; GO:0009986; GO:0030246; GO:0033018; GO:0036503; GO:0044194; GO:0050821; GO:0051082; GO:0060473","ERAD pathway [GO:0036503]; protein folding [GO:0006457]; protein stabilization [GO:0050821]","calcium ion binding [GO:0005509]; carbohydrate binding [GO:0030246]; unfolded protein binding [GO:0051082]","cell surface [GO:0009986]; cortical granule [GO:0060473]; cytolytic granule [GO:0044194]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; extracellular region [GO:0005576]; sarcoplasmic reticulum lumen [GO:0033018]",NA,NA,NA,"R-SSC-1236974;R-SSC-3000480;R-SSC-901042;R-SSC-983170;",NA,NA
"gene-LOC134701377|LOC134701377",24.9215924165003,0.932437270366443,0.418145166430532,0.000825468359954814,0.0282775827922982,"LOC134701377","lcl|NW_026963317.1_cds_XP_063418587.1_52275","sp","P45878","FKBP2","MOUSE",73.759,141,36,1,1,423,1,140,3.87e-74,220,"reviewed","FKBP2_MOUSE","Peptidyl-prolyl cis-trans isomerase FKBP2 (PPIase FKBP2) (EC 5.2.1.8) (13 kDa FK506-binding protein) (13 kDa FKBP) (FKBP-13) (FK506-binding protein 2) (FKBP-2) (Immunophilin FKBP13) (Rotamase)","Fkbp2 Fkbp13","Mus musculus (Mouse)",140,"GO:0003755; GO:0005783; GO:0005789; GO:0061077","chaperone-mediated protein folding [GO:0061077]","peptidyl-prolyl cis-trans isomerase activity [GO:0003755]","endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]",NA,NA,NA,NA,NA,NA
"gene-LOC134687586|LOC134687586",125.116889556837,0.914345220439983,0.279334861302244,4.65835033652801e-05,0.00405499882473256,"LOC134687586","lcl|NC_086382.1_cds_XP_063404066.1_39410","sp","Q9XS79","HEM1","DELLE",50.391,639,243,10,10,1761,7,626,0,572,"reviewed","HEM1_DELLE","5-aminolevulinate synthase, non-specific, mitochondrial (ALAS-H) (EC 2.3.1.37) (5-aminolevulinic acid synthase 1) (Delta-ALA synthase 1) (Delta-aminolevulinate synthase 1)","ALAS1 ALS1","Delphinapterus leucas (Beluga whale)",640,"GO:0003870; GO:0005743; GO:0005759; GO:0006782; GO:0030170; GO:0042541; GO:0048821; GO:1903412","erythrocyte development [GO:0048821]; hemoglobin biosynthetic process [GO:0042541]; protoporphyrinogen IX biosynthetic process [GO:0006782]; response to bile acid [GO:1903412]","5-aminolevulinate synthase activity [GO:0003870]; pyridoxal phosphate binding [GO:0030170]","mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]",NA,NA,NA,NA,"UPA00251;",NA
"gene-LOC134717428|LOC134717428",73.2370019409147,0.908409571860654,0.258313948746216,1.90995498188117e-05,0.00221815469077613,"LOC134717428","lcl|NC_086373.1_cds_XP_063436054.1_943","sp","Q62186","SSRD","MOUSE",43.243,148,84,0,73,516,25,172,1.21e-46,153,"reviewed","SSRD_MOUSE","Translocon-associated protein subunit delta (TRAP-delta) (Signal sequence receptor subunit delta) (SSR-delta)","Ssr4","Mus musculus (Mouse)",172,"GO:0005784; GO:0012505",NA,NA,"endomembrane system [GO:0012505]; Sec61 translocon complex [GO:0005784]",NA,NA,NA,NA,NA,NA
"gene-LOC134715335|LOC134715335",97.0646730565239,0.900151289612235,0.381511525906453,0.000629578956840918,0.0239180327869043,"LOC134715335","lcl|NC_086376.1_cds_XP_063433514.1_18229","sp","G5EBQ8","CHS2","CAEEL",34.188,936,520,17,3526,6138,497,1401,1.54e-148,509,"reviewed","CHS2_CAEEL","Chitin synthase chs-2 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase chs-2)","chs-2 F48A11.1","Caenorhabditis elegans",1668,"GO:0004100; GO:0005886; GO:0006031; GO:0006038; GO:0030428; GO:0061063; GO:0071944","cell wall chitin biosynthetic process [GO:0006038]; chitin biosynthetic process [GO:0006031]; positive regulation of nematode larval development [GO:0061063]","chitin synthase activity [GO:0004100]","cell periphery [GO:0071944]; cell septum [GO:0030428]; plasma membrane [GO:0005886]",NA,NA,NA,NA,NA,NA
"gene-LOC134681433|LOC134681433",222.993325388265,0.883480520963468,0.293876459605731,0.000111543287583913,0.00751370582582055,"LOC134681433","lcl|NC_086380.1_cds_XP_063397133.1_33746","sp","Q5VU97","CAHD1","HUMAN",25.765,1079,712,35,52,3123,22,1066,8.26e-99,345,"reviewed","CAHD1_HUMAN","VWFA and cache domain-containing protein 1 (Cache domain-containing protein 1)","CACHD1 KIAA1573 VWCD1","Homo sapiens (Human)",1274,"GO:0005245; GO:0005891",NA,"voltage-gated calcium channel activity [GO:0005245]","voltage-gated calcium channel complex [GO:0005891]",NA,NA,"Q5VU97;",NA,NA,NA
"gene-LOC134683182|LOC134683182",113.999445440626,0.867789162690416,0.447231153163721,0.00151991379537902,0.0423042673047161,"LOC134683182","lcl|NC_086381.1_cds_XP_063398372.1_36549","sp","B1H349","SOX6","XENTR",61.184,152,48,3,1219,1674,534,674,1.54e-53,200,"reviewed","SOX6_XENTR","Transcription factor Sox-6","sox6","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)",777,"GO:0001502; GO:0002062; GO:0003677; GO:0005634; GO:0051216","cartilage condensation [GO:0001502]; cartilage development [GO:0051216]; chondrocyte differentiation [GO:0002062]","DNA binding [GO:0003677]","nucleus [GO:0005634]",NA,NA,NA,"R-XTR-3769402;",NA,NA
